date,weekday,wd_num,val,poc,vah,va_range,prof_hi,prof_lo,prof_range,ny_open_price,ny_open_pos,pm_open,pm_close,pm_hi,pm_lo,pm_range,pm_direction,pm_open_pos,touches_vah,touches_val,touches_poc,breaks_vah,breaks_val,close_above_va,close_below_va,close_inside,ema200,trend,vxn
2026-01-09,VIERNES,4,25689.26,25728.91,25806.02,116.8,25824.75,25648.5,176.2,25805.25,INSIDE_VA,25811.75,25932.75,25985.5,25810.75,174.8,BULLISH,INSIDE_VA,True,False,False,True,False,True,False,False,25728.91,MIXED,20.0
2026-01-12,LUNES,0,25685.54,25729.23,25842.09,156.5,25924.0,25632.75,291.2,25743.75,INSIDE_VA,25915.5,25952.5,26020.5,25901.0,119.5,BULLISH,ABOVE_VA,True,False,False,True,False,True,False,False,23785.99,BULL,20.0
2026-01-13,MARTES,1,25933.33,25933.33,26037.88,104.6,26045.5,25871.25,174.2,25970.25,INSIDE_VA,25894.5,25903.75,26025.75,25803.25,222.5,NEUTRAL,BELOW_VA,True,True,True,False,True,False,True,False,23804.35,BULL,21.0
2026-01-14,MIÉRCOLES,2,25632.67,25741.51,25790.3,157.6,25882.25,25582.0,300.2,25754.25,INSIDE_VA,25491.75,25636.75,25643.5,25420.75,222.8,BULLISH,BELOW_VA,False,True,False,False,True,False,False,True,23823.27,BULL,20.2
2026-01-15,JUEVES,3,25831.06,25848.76,25950.54,119.5,25952.75,25598.75,354.0,25893.75,INSIDE_VA,25884.5,25719.25,25938.0,25676.5,261.5,BEARISH,INSIDE_VA,True,True,True,False,True,False,True,False,23841.83,BULL,20.3
2026-01-16,VIERNES,4,25795.24,25811.71,25883.79,88.6,25891.0,25726.25,164.8,25826.0,INSIDE_VA,25680.25,25684.75,25752.75,25654.0,98.8,NEUTRAL,BELOW_VA,False,True,False,False,True,False,True,False,25811.71,MIXED,20.0
2026-01-20,MARTES,1,25184.48,25204.3,25319.31,134.8,25412.5,25095.25,317.2,25211.75,INSIDE_VA,25363.0,25141.5,25429.75,25098.0,331.8,BEARISH,ABOVE_VA,True,True,True,True,True,False,True,False,23870.72,MIXED,21.2
2026-01-21,MIÉRCOLES,2,25058.39,25207.66,25235.15,176.8,25339.25,25025.0,314.2,25083.0,INSIDE_VA,25469.75,25471.0,25653.5,25142.0,511.5,NEUTRAL,ABOVE_VA,True,False,True,True,False,True,False,False,23888.51,MIXED,20.1
2026-01-22,JUEVES,3,25610.15,25680.55,25738.15,128.0,25739.75,25483.75,256.0,25735.75,INSIDE_VA,25605.25,25663.0,25723.5,25584.75,138.8,BULLISH,INSIDE_VA,True,True,True,False,True,False,False,True,23906.92,BULL,20.4
2026-01-23,VIERNES,4,25558.18,25586.87,25637.07,78.9,25731.5,25540.25,191.2,25570.75,INSIDE_VA,25826.5,25734.5,25845.75,25683.0,162.8,BEARISH,ABOVE_VA,True,False,False,True,False,True,False,False,25586.87,MIXED,20.0
2026-01-26,LUNES,0,25661.75,25709.27,25804.29,142.5,25853.5,25582.0,271.5,25716.25,INSIDE_VA,25881.0,25844.5,25936.5,25840.5,96.0,BEARISH,ABOVE_VA,True,False,False,True,False,True,False,False,23947.6,BULL,20.5
2026-01-27,MARTES,1,25967.39,25993.78,26041.29,73.9,26058.0,25917.25,140.8,25990.5,INSIDE_VA,26078.5,26075.5,26114.25,26038.0,76.2,NEUTRAL,ABOVE_VA,True,False,False,True,False,True,False,False,23969.57,BULL,20.4
2026-01-28,MIÉRCOLES,2,26239.95,26288.98,26305.89,65.9,26349.0,26213.75,135.2,26273.5,INSIDE_VA,26162.5,26150.75,26212.25,26100.75,111.5,NEUTRAL,BELOW_VA,False,True,False,False,True,False,True,False,23989.77,BULL,21.4
2026-01-29,JUEVES,3,25939.86,26193.36,26219.77,279.9,26280.5,25858.0,422.5,26194.25,INSIDE_VA,25576.75,25994.25,26020.0,25538.0,482.0,BULLISH,BELOW_VA,False,True,False,False,True,False,False,True,24006.49,BULL,22.5
2026-01-30,VIERNES,4,25796.69,25836.6,25938.19,141.5,25940.0,25649.75,290.2,25825.75,INSIDE_VA,25842.0,25672.75,25869.0,25568.75,300.2,BEARISH,INSIDE_VA,False,True,True,False,True,False,True,False,25836.6,MIXED,20.0
2026-02-02,LUNES,0,25416.34,25524.71,25795.63,379.3,25799.5,25180.25,619.2,25529.75,INSIDE_VA,25840.25,25856.25,25949.5,25803.0,146.5,BULLISH,ABOVE_VA,True,False,False,True,False,True,False,False,24039.03,MIXED,23.5
2026-02-03,MARTES,1,25762.3,25974.66,26005.0,242.7,26027.75,25623.25,404.5,25967.0,INSIDE_VA,25617.5,25446.25,25619.75,25219.0,400.8,BEARISH,BELOW_VA,False,True,False,False,True,False,True,False,24048.59,BULL,26.0
2026-02-04,MIÉRCOLES,2,25188.05,25360.38,25401.41,213.4,25514.25,25186.0,328.2,25356.25,INSIDE_VA,25152.25,24996.5,25171.5,24783.5,388.0,BEARISH,BELOW_VA,False,True,False,False,True,False,True,False,24054.58,MIXED,29.2
2026-02-05,JUEVES,3,24672.64,24778.78,24955.69,283.1,25123.75,24652.0,471.8,24768.25,INSIDE_VA,24634.25,24638.75,24887.5,24543.25,344.2,NEUTRAL,BELOW_VA,False,True,True,False,True,False,True,False,24065.61,MIXED,24.3
2026-02-06,VIERNES,4,24703.92,24793.82,24925.22,221.3,24984.0,24430.75,553.2,24797.0,INSIDE_VA,24895.25,25148.0,25222.0,24880.5,341.5,BULLISH,INSIDE_VA,True,False,False,True,False,True,False,False,24793.82,MIXED,20.0
2026-02-09,LUNES,0,25028.73,25178.61,25185.42,156.7,25228.0,24955.5,272.5,25080.0,INSIDE_VA,25311.5,25338.5,25428.75,25305.75,123.0,BULLISH,ABOVE_VA,True,False,False,True,False,True,False,False,24089.77,MIXED,23.5
2026-02-10,MARTES,1,25294.08,25343.8,25379.03,84.9,25421.5,25255.75,165.8,25372.75,INSIDE_VA,25375.0,25219.0,25400.25,25198.25,202.0,BEARISH,INSIDE_VA,True,True,True,True,True,False,True,False,24101.7,MIXED,23.3
2026-02-11,MIÉRCOLES,2,25287.81,25295.78,25463.26,175.4,25465.25,25146.25,319.0,25443.5,INSIDE_VA,25244.25,25278.25,25360.5,25141.75,218.8,BULLISH,BELOW_VA,False,True,True,False,True,False,True,False,24108.33,MIXED,26.9
2026-02-12,JUEVES,3,25278.19,25342.4,25397.86,119.7,25419.75,25186.25,233.5,25396.25,INSIDE_VA,25011.0,24762.75,25031.75,24721.5,310.2,BEARISH,BELOW_VA,False,True,False,False,True,False,True,False,24115.24,MIXED,26.4
