Datetime,Open,High,Low,Close
2025-11-24 23:15:00+00:00,24945.5,24944.75,24938.5,24940.25
2025-11-24 23:30:00+00:00,24936.5,24933.0,24929.5,24935.0
2025-11-24 23:45:00+00:00,24929.0,24933.75,24928.0,24935.5
2025-11-25 00:00:00+00:00,24936.5,25192.75,24930.25,24946.25
2025-11-25 00:15:00+00:00,24955.25,24949.0,24914.75,24918.25
2025-11-25 00:30:00+00:00,24923.0,24932.25,24917.5,24932.75
2025-11-25 00:45:00+00:00,24933.5,24930.0,24921.75,24923.25
2025-11-25 01:00:00+00:00,24929.25,24932.75,24921.25,24934.25
2025-11-25 01:15:00+00:00,24928.75,25156.5,24907.5,24910.25
2025-11-25 01:30:00+00:00,25163.5,25163.5,24911.25,24910.0
2025-11-25 01:45:00+00:00,25154.75,25152.25,24895.25,24907.25
2025-11-25 02:00:00+00:00,24904.25,24896.75,24883.75,24882.5
2025-11-25 02:15:00+00:00,24891.0,24893.0,24890.0,24895.5
2025-11-25 02:30:00+00:00,24895.5,25159.5,24894.0,24913.0
2025-11-25 02:45:00+00:00,24929.5,24921.5,24906.5,24909.75
2025-11-25 03:00:00+00:00,24931.0,24912.25,24897.75,24902.5
2025-11-25 03:15:00+00:00,24900.0,25162.0,24888.25,24908.0
2025-11-25 03:30:00+00:00,24921.75,24915.25,24909.75,24914.75
2025-11-25 03:45:00+00:00,24906.25,25116.0,24862.75,24865.25
2025-11-25 04:00:00+00:00,24876.0,25116.0,24866.0,24880.75
2025-11-25 04:15:00+00:00,24883.5,25105.75,24839.0,25080.0
2025-11-25 04:30:00+00:00,24834.25,24853.0,24827.0,24862.5
2025-11-25 04:45:00+00:00,24869.5,24866.5,24848.25,24857.25
2025-11-25 05:00:00+00:00,24861.5,24868.5,24848.0,24872.25
2025-11-25 05:15:00+00:00,24869.0,24861.5,24858.0,24860.5
2025-11-25 05:30:00+00:00,24860.5,25131.0,24858.75,24885.0
2025-11-25 05:45:00+00:00,24875.0,24884.25,24873.5,24886.25
2025-11-25 06:00:00+00:00,24889.75,24891.0,24879.0,24886.75
2025-11-25 06:15:00+00:00,24892.5,24883.75,24869.0,24869.75
2025-11-25 06:30:00+00:00,24869.25,24861.0,24853.25,24858.25
2025-11-25 06:45:00+00:00,24859.0,24866.5,24855.25,24866.5
2025-11-25 07:00:00+00:00,24879.25,25160.25,24874.5,24931.0
2025-11-25 07:15:00+00:00,24929.75,25172.25,24915.5,24924.0
2025-11-25 07:30:00+00:00,24931.25,25180.0,24885.0,25203.5
2025-11-25 07:45:00+00:00,24949.0,25158.75,24906.0,24908.5
2025-11-25 08:00:00+00:00,24918.5,25168.75,24906.0,24909.0
2025-11-25 08:15:00+00:00,24916.0,25186.25,24911.0,25186.25
2025-11-25 08:30:00+00:00,24960.0,25174.75,24885.75,24890.25
2025-11-25 08:45:00+00:00,24891.75,25152.75,24876.75,25127.75
2025-11-25 09:00:00+00:00,24892.75,25125.0,24850.75,24861.25
2025-11-25 09:15:00+00:00,24868.0,24860.25,24856.25,24849.25
2025-11-25 09:30:00+00:00,24879.5,25049.0,24794.25,24973.0
2025-11-25 09:45:00+00:00,24729.25,25035.0,24651.75,25035.0
2025-11-25 10:00:00+00:00,24822.0,25013.25,24705.25,24755.25
2025-11-25 10:15:00+00:00,24977.5,25022.25,24733.75,24971.5
2025-11-25 10:30:00+00:00,24823.5,25058.5,24771.0,24791.0
2025-11-25 10:45:00+00:00,25113.25,25098.0,24786.0,24818.0
2025-11-25 11:00:00+00:00,25051.0,25063.5,24783.0,24798.75
2025-11-25 11:15:00+00:00,24789.5,25117.0,24782.5,24853.75
2025-11-25 11:30:00+00:00,24867.5,25110.0,24853.75,24885.0
2025-11-25 11:45:00+00:00,24873.75,25158.25,24851.0,24907.25
2025-11-25 12:00:00+00:00,24923.75,25198.0,24899.25,25198.0
2025-11-25 12:15:00+00:00,24955.75,25244.0,24943.5,25005.25
2025-11-25 12:30:00+00:00,25001.75,25298.0,24991.5,25279.75
2025-11-25 12:45:00+00:00,25046.0,25274.75,25013.5,25002.25
2025-11-25 13:00:00+00:00,24997.0,25255.25,24986.5,25006.0
2025-11-25 13:15:00+00:00,25009.0,25008.75,24991.75,25012.0
2025-11-25 13:30:00+00:00,25028.5,25274.75,25004.0,25013.25
2025-11-25 13:45:00+00:00,25023.0,25288.0,25012.5,25029.75
2025-11-25 14:00:00+00:00,25033.25,25266.25,25010.25,25006.0
2025-11-25 14:15:00+00:00,25012.25,25000.75,24972.75,24972.5
2025-11-25 14:30:00+00:00,24988.5,25211.0,24954.5,24948.5
2025-11-25 14:45:00+00:00,24974.0,25254.0,24965.0,25014.0
2025-11-25 15:00:00+00:00,25031.25,25285.75,25014.5,25025.0
2025-11-25 15:15:00+00:00,25037.0,25300.0,25030.0,25302.0
2025-11-25 15:30:00+00:00,25058.5,25076.25,25047.75,25081.75
2025-11-25 15:45:00+00:00,25083.75,25353.5,25079.0,25332.25
2025-11-25 16:00:00+00:00,25086.0,25338.0,25074.5,25076.0
2025-11-25 16:15:00+00:00,25080.25,25320.0,25072.5,25069.75
2025-11-25 16:30:00+00:00,25071.5,25073.75,25064.75,25068.0
2025-11-25 16:45:00+00:00,25065.25,25317.0,25062.75,25317.0
2025-11-25 18:00:00+00:00,25082.5,25317.5,25071.25,25090.0
2025-11-25 18:15:00+00:00,25088.25,25082.5,25077.75,25078.0
2025-11-25 18:30:00+00:00,25084.5,25081.5,25077.5,25078.0
2025-11-25 18:45:00+00:00,25081.5,25331.0,25069.0,25331.0
2025-11-25 19:00:00+00:00,25092.75,25087.25,25070.5,25089.5
